"QALD id","match status","QALD question","QueGG question","QALD SPARQL query","QueGG SPARQL query","TP","FP","FN","Precision","Recall","F-Measure"
"10","0.825","Wer war mit Präsident Chirac verheiratet?","""wer war mit Jacques Chirac verheiratet?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri
WHERE { 
         res:Jacques_Chirac dbo:spouse ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Jacques_Chirac> <http://dbpedia.org/ontology/spouse>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"11","1.0","Woran ist Bruce Carver gestorben?","""woran ist Bruce Carver gestorben?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
        res:Bruce_Carver dbo:deathCause ?uri .     
}","select  ?o    

{

    <http://dbpedia.org/resource/Bruce_Carver> <http://dbpedia.org/ontology/deathCause>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"12","0.83495145631068","Wer malte Christus im Sturm auf dem See von Galilea?","""wer malen Christus im Sturm auf dem See Genezareth?""","PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:The_Storm_on_the_Sea_of_Galilee dbp:artist ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/The_Storm_on_the_Sea_of_Galilee> <http://dbpedia.org/property/artist>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"13","0.873239436619718","Durch welche Städte fließt die Weser?","""durch welche St�dte flie�en Weser?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city> ?uri . } ","select  ?o    

{

    <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    

}","7.0","0.0","0.0","1.0","1.0","1.0"
"14","0.0","Wieviele Plätze hat das Heimstadium des FC Porto?","","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/FC_Porto> <http://dbpedia.org/ontology/ground> ?x . ?x <http://dbpedia.org/ontology/seatingCapacity> ?n . } ","","0.0","1.0","1.0","0.0","0.0","0.0"
"15","0.796296296296296","Mit wem ist die Tochter von Robert Kennedy verheiratet?","""wer hat die Tochter von John F. Kennedy? verheiratet?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Robert_F._Kennedy> <http://dbpedia.org/ontology/child> ?child .  ?child <http://dbpedia.org/ontology/spouse> ?uri . } ","SELECT DISTINCT ?objOfProp WHERE 

{

    ?subjOfProp <http://dbpedia.org/ontology/spouse> ?objOfProp .   <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/child> ?subjOfProp .

}","0.0","1.0","1.0","0.0","0.0","0.0"
"16","0.710280373831776","Welche Bücher von Kerouac wurden von Viking Press verlegt?","""welche Webseite wurde von Viking Press gegr�ndet?""","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> .  ?uri <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Viking_Press> .  ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Jack_Kerouac> . } ","select  ?s    

{

   ?s <http://dbpedia.org/ontology/author>  <http://dbpedia.org/resource/Viking_Press> .    

}","0.0","1.0","29.0","0.0","0.0","0.0"
"17","0.76","Wie groß ist Amazon Eve?","""wer ist Amazon Eve s Sohn?""","SELECT DISTINCT ?height WHERE {  <http://dbpedia.org/resource/Amazon_Eve> <http://dbpedia.org/ontology/height> ?height . } ","select  ?o    

{

    <http://dbpedia.org/resource/Amazon_Eve> <http://dbpedia.org/ontology/child>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"18","0.9","In welchem Museum ist Der Schrei von Munch ausgestellt?","""in welchem Museum ist Der Schrei ausgestellt?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
       res:The_Scream dbo:museum ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/The_Scream> <http://dbpedia.org/ontology/museum>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"19","0.826666666666667","Wer schrieb das Buch Die Säulen der Erde?","""wer schreiben Die Säulen der Erde?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:The_Pillars_of_the_Earth dbo:author ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"20","0.774193548387097","Ist James Bond verheiratet?","""wer ist mit Jane Fonda verheiratet?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:James_Bond dbo:spouse ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Jane_Fonda> <http://dbpedia.org/ontology/spouse>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"21","0.95","Wer entdeckte Ceres?","""wer entdecken Ceres?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer> ?uri . }","select  ?o    

{

    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"22","0.888888888888889","Welchen Fluss überspannt die Brooklyn Bridge?","""in welchen Fluss �berspannen Brooklyn Bridge?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Brooklyn_Bridge dbo:crosses ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/crosses>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"23","0.705882352941176","Wer wurde Frank The Tank genannt?","""was wird von Frank Herbert genannt?""","PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbp:nickname 'Frank The Tank'@en . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Frank_Herbert> <http://dbpedia.org/property/nickname>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"24","0.786885245901639","Was ist das größte Land der Welt?","""was ist gr��te Land in Welt?""","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/areaTotal> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country> . ?subjOfProp <http://dbpedia.org/ontology/areaTotal> ?num . 

} ORDER BY DESC(?num) LIMIT 1","1.0","0.0","0.0","1.0","1.0","1.0"
"25","0.911764705882353","Wer ist Bürgermeister von Paris?","""wer ist der B�rgermeister von Paris?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?uri . }","select  ?o    

{

    <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"26","0.828828828828829","Wer ist der Trainer von Ankaras Eishockeymannschaft?","""wer ist der Trainer von Kasachische Eishockeymeisterschaft?""","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Ankara> . ?x <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Turkish_Ice_Hockey_First_League> . ?x <http://dbpedia.org/ontology/coach> ?uri . }","select  ?o    

{

    <http://dbpedia.org/resource/Kazakhstan_Hockey_Championship> <http://dbpedia.org/ontology/coach>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"27","0.936170212765957","Wer ist der Bürgermeister der Hauptstadt von Französisch-Polynesien?","""wer ist der B�rgermeister von die Hauptstadt von Französisch-Polynesien??""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        res:French_Polynesia dbo:capital ?x .
        ?x dbo:mayor ?uri .
}","SELECT DISTINCT ?objOfProp WHERE 

{

    ?subjOfProp <http://dbpedia.org/ontology/leaderName> ?objOfProp .   <http://dbpedia.org/resource/French_Polynesia> <http://dbpedia.org/ontology/capital> ?subjOfProp .

}","0.0","1.0","1.0","0.0","0.0","0.0"
"28","0.947368421052632","Welche Preise hat Douglas Hofstadter gewonnen?","""welcher Preis hat Douglas R. Hofstadter gewonnen?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
        res:Douglas_Hofstadter dbo:award ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Douglas_Hofstadter> <http://dbpedia.org/ontology/award>  ?o .    

}","3.0","0.0","0.0","1.0","1.0","1.0"
"29","0.816901408450704","Wieviel hat der Legofilm gekostet?","""Wieviel  hat The LEGO Movie gekostet?""","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/The_Lego_Movie> <http://dbpedia.org/ontology/budget> ?n . } ","select  ?o    

{

    <http://dbpedia.org/resource/The_Lego_Movie> <http://dbpedia.org/ontology/budget>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"30","0.84","Wo fängt Piccadilly an?","""was f�ngt in Piccadilly an?""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/routeStart> <http://dbpedia.org/resource/Piccadilly>. } ","select  ?s    

{

   ?s <http://dbpedia.org/ontology/routeStart>  <http://dbpedia.org/resource/Piccadilly> .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"31","0.0","Haben Prinz Harry und Prinz William dieselben Eltern?","","PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE { 
        <http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge> dbo:parent ?x . 
        <http://dbpedia.org/resource/Prince_Harry> dbo:parent ?x .
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"32","0.852941176470588","Wer hat Agent Smith in Matrix gespielt?","""wer hat Agent Smith gespielt?""","PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Agent_Smith dbp:portrayer ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Agent_Smith> <http://dbpedia.org/property/portrayer>  ?o .    

}","2.0","0.0","0.0","1.0","1.0","1.0"
"33","0.811881188118812","Wieviele Sprachen werden in Turkmenistan gesprochen?","""in welchen Sprachen sind Turkmenistan gesprochen?""","SELECT (COUNT(DISTINCT ?x) as ?c) WHERE {  <http://dbpedia.org/resource/Turkmenistan> <http://dbpedia.org/ontology/language> ?x . } ","select  ?o    

{

    <http://dbpedia.org/resource/Turkmenistan> <http://dbpedia.org/ontology/language>  ?o .    

}","0.0","2.0","1.0","0.0","0.0","0.0"
"34","0.0","In welchen Filmen spielen sowohl Julia Roberts als auch Richard Gere mit?","","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Julia_Roberts> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Richard_Gere> . } ","","0.0","1.0","39.0","0.0","0.0","0.0"
"35","0.864864864864865","In welchem Land entspringt der Ganges?","""in welchen Lagen entspringen Ganges?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:Ganges dbo:sourceCountry ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/property/mouthLocation>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"36","0.894117647058824","In welchem Jahr wurde Rachel Stevens geboren?","""am welche  wurde Rachel Stevens geboren?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear> ?uri . } ","select  ?o    

{

    <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"37","0.769230769230769","Ist Barack Obama ein Demokrat?","""wer ist Barack Obama s Doktorvater?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
        res:Barack_Obama dbo:party <http://dbpedia.org/resource/Democratic_Party_(United_States)> . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Barack_Obama> <http://dbpedia.org/ontology/doctoralAdvisor>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"38","0.909090909090909","Wo wurde Bach geboren?","""Wo wurde Cher geboren?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Johann_Sebastian_Bach dbo:birthPlace ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Cher> <http://dbpedia.org/ontology/birthPlace>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"39","0.90625","Wie oft hat Jane Fonda geheiratet?","""wer hat Jane Fonda geheiratet?""","SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Jane_Fonda> <http://dbpedia.org/ontology/spouse> ?uri . } ","select  ?o    

{

    <http://dbpedia.org/resource/Jane_Fonda> <http://dbpedia.org/ontology/spouse>  ?o .    

}","0.0","3.0","1.0","0.0","0.0","0.0"
"40","0.810126582278481","Wer hat als erstes den Mount Everest bestiegen?","""wer hat Mount Everest bestiegen?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
          res:Mount_Everest dbo:firstAscentPerson ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/firstAscentPerson>  ?o .    

}","4.0","0.0","0.0","1.0","1.0","1.0"
"41","0.953846153846154","Wieviele Menschen leben in Polen?","""Wieviel  Menschen leben in Polen""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/populationTotal> ?uri . }  ","select  ?o    

{

    <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/populationTotal>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"42","0.928571428571429","Wo ist der Westminster-Palast?","""Wo ist Westminster-Palast?""","SELECT ?uri WHERE {  <http://dbpedia.org/resource/Palace_of_Westminster> <http://dbpedia.org/ontology/location> ?uri . } ","select  ?o    

{

    <http://dbpedia.org/resource/Palace_of_Westminster> <http://dbpedia.org/ontology/routeStart>  ?o .    

}","0.0","1.0","3.0","0.0","0.0","0.0"
"43","0.0","Spielt Christian Bale in Batman Begins mit?","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Batman_Begins dbo:starring res:Christian_Bale .
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"44","0.896551724137931","In welchem Land befindet sich der Limerick Lake?","""in welchem Land befindet Limerick Lake?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:Limerick_Lake dbo:country ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Limerick_Lake> <http://dbpedia.org/ontology/country>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"45","0.717948717948718","Was war der letzte Film mit Alec Guinness?","""was war die Musik von Alec Guinness?""","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Alec_Guinness> .  ?uri <http://dbpedia.org/ontology/releaseDate> ?date . } ORDER BY DESC(?date) LIMIT 1 ","select  ?s    

{

   ?s <http://dbpedia.org/ontology/musicBy>  <http://dbpedia.org/resource/Alec_Guinness> .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"46","0.923076923076923","Was ist der höchste Berg in Australien?","""was ist das h�chste Berg in Australien?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Australia .
        ?uri dbo:elevation ?elevation .
} 
ORDER BY DESC(?elevation) LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mountain> . ?subjOfProp <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Australia> . ?subjOfProp <http://dbpedia.org/ontology/elevation> ?num . 

} ORDER BY DESC(?num) LIMIT 1","1.0","0.0","0.0","1.0","1.0","1.0"
"47","0.75","Lebt Frank Herbert noch?","""wer ist Frank Herbert s Tochter?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	OPTIONAL { res:Frank_Herbert dbo:deathDate ?date . }
        FILTER (!BOUND(?date))
}","select  ?o    

{

    <http://dbpedia.org/resource/Frank_Herbert> <http://dbpedia.org/ontology/child>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"48","1.0","Wer hat sich Family Guy ausgedacht?","""wer hat sich Family Guy ausgedacht?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator> ?uri . }  ","select  ?o    

{

    <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"49","0.986301369863014","Was ist die Amtssprache Von Surinam?","""was ist die Amtssprache von Suriname?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Suriname dbo:officialLanguage ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Suriname> <http://dbpedia.org/ontology/officialLanguage>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"50","0.891566265060241","Wer hat das Lied Hotel California geschrieben?","""wer hat Hotel California geschrieben?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer> ?uri . }","select  ?o    

{

    <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer>  ?o .    

}","3.0","0.0","0.0","1.0","1.0","1.0"
"51","0.0","Gib mir alle Schauspieler von Filmen, in denen William Shatner Regie geführt hat.","","SELECT DISTINCT ?uri WHERE {  ?x <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/William_Shatner> .  ?x <http://dbpedia.org/ontology/starring> ?uri . } ","","0.0","1.0","18.0","0.0","0.0","0.0"
"52","0.0","Was ist in Chocolate Chip Cookies drin?","","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chocolate_chip_cookie> <http://dbpedia.org/ontology/ingredient> ?uri . }","","0.0","1.0","10.0","0.0","0.0","0.0"
"53","0.0","Gib mir alle Profiskateboarder aus Schweden.","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:occupation res:Skateboarding . 
        { ?uri dbo:birthPlace res:Sweden . }
        UNION
        { ?uri dbo:birthPlace ?place . 
          ?place dbo:country res:Sweden . }
}","","0.0","1.0","2.0","0.0","0.0","0.0"
"54","0.0","Welche Zutaten brauche ich für Möhrenkuchen?","","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Carrot_cake> <http://dbpedia.org/ontology/ingredient> ?uri . } ","","0.0","1.0","9.0","0.0","0.0","0.0"
"55","0.0","Spielt Neymar für Real Madrid?","","ASK WHERE { <http://dbpedia.org/resource/Neymar> <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Real_Madrid_C.F.> . }","","0.0","1.0","1.0","0.0","0.0","0.0"
"56","0.0","Welcher Informatiker hat einen Oscar gewonnen?","","SELECT DISTINCT ?uri WHERE { { ?uri <http://dbpedia.org/ontology/field> <http://dbpedia.org/resource/Computer_science> . } UNION { ?uri <http://purl.org/dc/elements/1.1/description> ?s . FILTER regex(?s,'computer scientist','i') } ?uri <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Academy_Awards> . } ","","1.0","0.0","0.0","1.0","1.0","1.0"
"57","0.0","Wieviele Firmen wurden im selben Jahr wie Google gegründet?","","SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company> .  ?uri <http://dbpedia.org/ontology/foundingYear> ?year .  <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/foundingYear> ?year . } ","","0.0","1.0","1.0","0.0","0.0","0.0"
"58","0.0","In welcher Stadt im Vereinigten Königreich ist das Hauptquartier des MI6?","","PREFIX res: <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE { 
        res:Secret_Intelligence_Service dbo:headquarter ?uri . 
        ?uri dbo:country res:United_Kingdom . 
}","","0.0","1.0","3.0","0.0","0.0","0.0"
"59","0.0","War die Kubakrise vor der Schweinebuchtinvasion?","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Cuban_Missile_Crisis dbo:date ?x .
	res:Bay_of_Pigs_Invasion dbo:date ?y .
	FILTER (?x < ?y)
}","","0.0","1.0","1.0","0.0","0.0","0.0"
